X,Y,profundidad,pis,ce
751360.4518,1552393.521,52,308,54.7723
751398.9296,1552425.778,55,308,48.78919
751306.6045,1552429.517,57,308,22.6686
751547.9118,1552451.819,10,309,41.87151
751392.6545,1552393.617,11,309,55.40879
751547.9118,1552451.819,11,309,41.87151
751547.9118,1552451.819,12,309,41.87151
751787.3201,1552666.48,25,309,66.0803
751787.3201,1552666.48,26,309,66.0803
751393.2635,1552244.084,40,309,51.54057
751393.2635,1552244.084,41,309,51.54057
751668.438,1552514.218,42,309,49.54315
751668.438,1552514.218,43,309,49.54315
751816.5171,1552631.68,46,309,32.35591
751785.1135,1552638.233,47,309,61.14419
751816.5171,1552631.68,47,309,32.35591
751785.1135,1552638.233,48,309,61.14419
751607.5944,1552415.881,29,310,56.76267
751607.5944,1552415.881,30,310,56.76267
751668.716,1552573.66,38,310,29.39838
751668.716,1552573.66,39,310,29.39838
751694.3905,1552392.054,47,310,41.14644
751694.3905,1552392.054,48,310,41.14644
751360.4518,1552393.521,49,310,54.7723
751360.4518,1552393.521,50,310,54.7723
751427.7897,1552337.402,59,310,15.99378
751787.7751,1552456.178,6,311,57.73359
751787.7751,1552456.178,7,311,57.73359
751428.3727,1552365.965,12,311,56.9007
751428.3727,1552365.965,13,311,56.9007
751428.3727,1552365.965,14,311,56.9007
751689.6854,1552540.329,17,311,50.76027
751689.6854,1552540.329,18,311,50.76027
751689.6854,1552540.329,19,311,50.76027
751689.6854,1552540.329,20,311,50.76027
751638.5041,1552623.725,23,311,33.32854
751638.5041,1552623.725,24,311,33.32854
751364.117,1552273.793,51,311,73.13081
751335.2448,1552451.162,5,312,25.06894
751840.7872,1552603.362,13,312,34.11773
751840.7872,1552603.362,14,312,34.11773
751305.3351,1552218.313,15,312,57.8259
751451.2719,1552388.992,17,312,65.33939
751694.3905,1552392.054,17,312,41.14644
751842.3313,1552446.976,17,312,85.08863
751451.2719,1552388.992,18,312,65.33939
751842.3313,1552446.976,18,312,85.08863
751471.0288,1552467.664,19,312,63.61342
751749.5575,1552572.797,19,312,64.62286
751749.5575,1552572.797,20,312,64.62286
751475.4649,1552269.799,21,312,29.90199
751475.4649,1552269.799,22,312,29.90199
751475.4649,1552269.799,23,312,29.90199
751303.8839,1552365.624,25,312,50.42273
751722.1726,1552423.985,33,312,71.07343
751722.1726,1552423.985,34,312,71.07343
751549.8633,1552418.3,39,312,52.69392
751549.8633,1552418.3,40,312,52.69392
751359.1145,1552364.729,55,312,56.57169
751359.1145,1552364.729,56,312,56.57169
751501.2839,1552325.508,13,313,82.49435
751501.2839,1552325.508,14,313,82.49435
751334.9638,1552391.941,26,313,47.16967
751723.9096,1552664.083,33,313,53.67886
751723.9096,1552664.083,34,313,53.67886
751723.9096,1552664.083,35,313,53.67886
751638.8909,1552507.839,43,313,35.53057
751638.8909,1552507.839,44,313,35.53057
751638.8909,1552507.839,45,313,35.53057
751638.8909,1552507.839,46,313,35.53057
751306.6254,1552339.639,48,313,55.80023
751306.6254,1552339.639,49,313,55.80023
751785.1135,1552638.233,49,313,61.14419
751335.2448,1552451.162,6,314,25.06894
751690.7662,1552507.465,7,314,41.77872
751334.6519,1552423.595,12,314,43.88366
751549.8633,1552418.3,25,314,52.69392
751549.8633,1552418.3,26,314,52.69392
751335.5616,1552243.516,27,314,65.16834
751781.9088,1552546.884,37,314,55.67998
751334.9638,1552391.941,38,314,47.16967
751781.9088,1552546.884,38,314,55.67998
751334.9638,1552391.941,39,314,47.16967
751781.9088,1552546.884,39,314,55.67998
751669.9263,1552363.366,44,314,52.51895
751693.8412,1552447.724,44,314,43.97719
751669.9263,1552363.366,45,314,52.51895
751669.9263,1552363.366,46,314,52.51895
751669.9263,1552363.366,47,314,52.51895
751364.4584,1552239.152,49,314,65.11581
751364.4584,1552239.152,50,314,65.11581
751814.5849,1552663.207,51,314,36.68398
751814.5849,1552663.207,52,314,36.68398
751814.5849,1552663.207,53,314,36.68398
751814.5849,1552663.207,54,314,36.68398
751814.5849,1552663.207,55,314,36.68398
751751.7918,1552423.059,59,314,99.31747
751751.7918,1552423.059,60,314,99.31747
751332.7415,1552277.469,4,315,67.61144
751815.2586,1552430.77,4,315,79.06496
751332.7415,1552277.469,5,315,67.61144
751332.7415,1552277.469,6,315,67.61144
751752.0555,1552483.94,11,315,80.97194
751392.6545,1552393.617,12,315,55.40879
751752.0555,1552483.94,12,315,80.97194
751392.6545,1552393.617,13,315,55.40879
751361.2904,1552308.411,16,315,59.57973
751470.4667,1552447.956,16,315,62.211
751361.2904,1552308.411,17,315,59.57973
751361.2904,1552308.411,18,315,59.57973
751666.53,1552543.31,23,315,36.78133
751666.53,1552543.31,24,315,36.78133
751637.1432,1552597.368,27,315,37.42659
751637.1432,1552597.368,28,315,37.42659
751499.7366,1552482.447,29,315,34.32135
751499.7366,1552482.447,30,315,34.32135
751637.1432,1552597.368,31,315,37.42659
751637.1432,1552597.368,32,315,37.42659
751452.1959,1552547.395,33,315,37.30615
751307.0611,1552459.96,38,315,25.05035
751307.0611,1552459.96,39,315,25.05035
751750.8939,1552514.036,47,315,79.79908
751750.8939,1552514.036,48,315,79.79908
751335.7351,1552478.174,50,315,24.79467
751335.7351,1552478.174,51,315,24.79467
751751.4751,1552455.156,51,315,93.86087
751335.7351,1552478.174,52,315,24.79467
751335.7351,1552478.174,53,315,24.79467
751395.3824,1552281.296,56,315,78.85154
751452.1959,1552547.395,60,315,37.30615
751302.7382,1552394.17,13,316,27.45847
751689.6854,1552540.329,16,316,50.76027
751816.6108,1552545.566,23,316,85.48864
751816.6108,1552545.566,24,316,85.48864
751338.3107,1552216.757,27,316,60.90403
751338.3107,1552216.757,28,316,60.90403
751637.1432,1552597.368,29,316,37.42659
751637.1432,1552597.368,30,316,37.42659
751359.1145,1552364.729,36,316,56.57169
751816.5171,1552631.68,42,316,32.35591
751816.5171,1552631.68,43,316,32.35591
751750.8939,1552514.036,45,316,79.79908
751750.8939,1552514.036,46,316,79.79908
751608.2609,1552600.293,7,317,32.50728
751360.4518,1552393.521,11,317,54.7723
751360.4518,1552393.521,12,317,54.7723
751689.6854,1552540.329,15,317,50.76027
751451.8435,1552330.998,27,317,56.34968
751451.8435,1552330.998,28,317,56.34968
751748.3861,1552603.889,29,317,67.06578
751748.3861,1552603.889,30,317,67.06578
751748.3861,1552603.889,31,317,67.06578
751748.3861,1552603.889,32,317,67.06578
751669.6442,1552479.585,33,317,47.45222
751669.6442,1552479.585,34,317,47.45222
751421.1109,1552521.63,35,317,30.00345
751669.6442,1552479.585,35,317,47.45222
751637.3943,1552571.912,41,317,41.66687
751637.3943,1552571.912,42,317,41.66687
751359.1145,1552364.729,45,317,56.57169
751359.1145,1552364.729,46,317,56.57169
751752.0555,1552483.94,56,317,80.97194
751363.5049,1552423.658,24,318,49.62549
751363.5049,1552423.658,25,318,49.62549
751549.8633,1552418.3,50,318,52.69392
751785.1135,1552638.233,50,318,61.14419
751785.1135,1552638.233,51,318,61.14419
751785.1135,1552638.233,52,318,61.14419
751785.1135,1552638.233,53,318,61.14419
751724.5066,1552515.989,55,318,52.45016
751724.5066,1552515.989,56,318,52.45016
751472.3352,1552422.849,8,319,62.98019
751472.3352,1552422.849,9,319,62.98019
751335.7351,1552478.174,12,319,24.79467
751335.7351,1552478.174,13,319,24.79467
751395.3824,1552281.296,13,319,78.85154
751625.4543,1552358.168,28,319,67.01688
751723.9096,1552664.083,32,319,53.67886
751750.8939,1552514.036,33,319,79.79908
751338.3107,1552216.757,34,319,60.90403
751509.9899,1552538.556,37,319,18.34288
751393.2635,1552244.084,38,319,51.54057
751393.2635,1552244.084,39,319,51.54057
751694.3905,1552392.054,49,319,41.14644
751750.8939,1552514.036,49,319,79.79908
751694.3905,1552392.054,50,319,41.14644
751395.0356,1552480.972,51,319,26.7612
751694.3905,1552392.054,51,319,41.14644
751395.0356,1552480.972,52,319,26.7612
751395.0356,1552480.972,53,319,26.7612
751547.3835,1552417.722,12,320,55.03766
751427.7897,1552337.402,15,320,15.99378
751427.7897,1552337.402,16,320,15.99378
751637.1432,1552597.368,23,320,37.42659
751669.9183,1552451.805,23,320,44.48915
751637.1432,1552597.368,24,320,37.42659
751669.9183,1552451.805,24,320,44.48915
751392.6545,1552393.617,33,320,55.40879
751392.6545,1552393.617,34,320,55.40879
751450.4329,1552474.102,37,320,52.15645
751750.8939,1552514.036,44,320,79.79908
751471.1589,1552542.158,54,320,34.0703
751499.7366,1552482.447,57,320,34.32135
751751.7918,1552423.059,57,320,99.31747
751499.7366,1552482.447,58,320,34.32135
751751.7918,1552423.059,58,320,99.31747
751499.7366,1552482.447,59,320,34.32135
751499.7366,1552482.447,60,320,34.32135
751364.0443,1552456.648,6,321,35.49953
751668.716,1552573.66,6,321,29.39838
751364.0443,1552456.648,7,321,35.49953
751668.716,1552573.66,7,321,29.39838
751334.1837,1552306.594,12,321,80.55895
751334.1837,1552306.594,13,321,80.55895
751335.7351,1552478.174,14,321,24.79467
751395.4463,1552362.541,14,321,59.33323
751335.7351,1552478.174,15,321,24.79467
751840.7872,1552603.362,15,321,34.11773
751840.7872,1552603.362,16,321,34.11773
751451.2719,1552388.992,19,321,65.33939
751750.8939,1552514.036,19,321,79.79908
751451.2719,1552388.992,20,321,65.33939
751750.8939,1552514.036,20,321,79.79908
751607.5944,1552415.881,27,321,56.76267
751607.5944,1552415.881,28,321,56.76267
751625.4543,1552358.168,29,321,67.01688
751625.4543,1552358.168,30,321,67.01688
751335.7351,1552478.174,31,321,24.79467
751335.7351,1552478.174,32,321,24.79467
751694.3905,1552392.054,33,321,41.14644
751694.3905,1552392.054,34,321,41.14644
751694.3905,1552392.054,35,321,41.14644
751787.3201,1552666.48,6,322,66.0803
751501.593,1552381.851,9,322,43.44049
751334.9638,1552391.941,27,322,47.16967
751334.6519,1552423.595,33,322,43.88366
751451.5889,1552269.121,34,322,39.36227
751724.1047,1552392.458,36,322,71.93612
751549.8633,1552418.3,37,322,52.69392
751724.1047,1552392.458,37,322,71.93612
751549.8633,1552418.3,38,322,52.69392
751396.0865,1552297.574,40,322,51.43141
751396.0865,1552297.574,41,322,51.43141
751396.0865,1552297.574,42,322,51.43141
751396.0865,1552297.574,43,322,51.43141
751724.0681,1552483.775,43,322,72.215
751396.0865,1552297.574,44,322,51.43141
751724.0681,1552483.775,44,322,72.215
751638.5041,1552623.725,51,322,33.32854
751750.8939,1552514.036,57,322,79.79908
751750.8939,1552514.036,58,322,79.79908
751750.8939,1552514.036,59,322,79.79908
751750.8939,1552514.036,60,322,79.79908
751332.7415,1552277.469,7,323,67.61144
751332.7415,1552277.469,8,323,67.61144
751335.7351,1552478.174,16,323,24.79467
751335.7351,1552478.174,17,323,24.79467
751335.7351,1552478.174,18,323,24.79467
751638.9011,1552419.178,23,323,63.63601
751638.9011,1552419.178,24,323,63.63601
751303.8839,1552365.624,26,323,50.42273
751669.6442,1552479.585,36,323,47.45222
751669.6442,1552479.585,37,323,47.45222
751669.6442,1552479.585,38,323,47.45222
751669.6442,1552479.585,39,323,47.45222
751608.6803,1552481.086,42,323,49.74041
751638.5899,1552450.721,42,323,62.98734
751361.2904,1552308.411,43,323,59.57973
751335.7351,1552478.174,49,323,24.79467
751750.8939,1552514.036,50,323,79.79908
751750.8939,1552514.036,51,323,79.79908
751690.4489,1552627.226,52,323,40.18888
751720.8679,1552632.839,52,323,49.43953
751690.4489,1552627.226,53,323,40.18888
751720.8679,1552632.839,53,323,49.43953
751393.6798,1552454.062,6,324,38.48
751393.6798,1552454.062,7,324,38.48
751393.6798,1552454.062,8,324,38.48
751467.7399,1552384.727,14,324,54.93116
751467.7399,1552384.727,15,324,54.93116
751666.53,1552543.31,21,324,36.78133
751666.53,1552543.31,22,324,36.78133
751549.8633,1552418.3,27,324,52.69392
751638.5899,1552450.721,27,324,62.98734
751549.8633,1552418.3,28,324,52.69392
751638.5899,1552450.721,28,324,62.98734
751549.8633,1552418.3,29,324,52.69392
751549.8633,1552418.3,30,324,52.69392
751625.4543,1552358.168,31,324,67.01688
751722.1726,1552423.985,35,324,71.07343
751722.1726,1552423.985,36,324,71.07343
751722.1726,1552423.985,37,324,71.07343
751636.9742,1552537.816,38,324,27.5002
751636.9742,1552537.816,39,324,27.5002
751669.6442,1552479.585,40,324,47.45222
751750.8939,1552514.036,40,324,79.79908
751669.6442,1552479.585,41,324,47.45222
751750.8939,1552514.036,41,324,79.79908
751750.8939,1552514.036,42,324,79.79908
751750.8939,1552514.036,43,324,79.79908
751451.4729,1552445.334,44,324,58.79009
751451.4729,1552445.334,45,324,58.79009
751305.3351,1552218.313,50,324,57.8259
751359.1145,1552364.729,51,324,56.57169
751304.0326,1552185.98,15,325,54.77848
751689.6854,1552540.329,21,325,50.76027
751689.6854,1552540.329,22,325,50.76027
751334.1837,1552306.594,24,325,80.55895
751358.7444,1552490.023,25,325,33.60981
751306.6254,1552339.639,26,325,55.80023
751306.6254,1552339.639,27,325,55.80023
751723.9096,1552664.083,31,325,53.67886
751364.4584,1552239.152,35,325,65.11581
751364.4584,1552239.152,36,325,65.11581
751625.4543,1552358.168,39,325,67.01688
751625.4543,1552358.168,40,325,67.01688
751451.4729,1552445.334,43,325,58.79009
751814.5849,1552663.207,49,325,36.68398
751814.5849,1552663.207,50,325,36.68398
751549.8633,1552418.3,51,325,52.69392
751334.1837,1552306.594,52,325,80.55895
751334.1837,1552306.594,53,325,80.55895
751334.1837,1552306.594,54,325,80.55895
751397.2394,1552509.551,54,325,36.982
751397.2394,1552509.551,55,325,36.982
751397.2394,1552509.551,56,325,36.982
751305.3351,1552218.313,13,326,57.8259
751638.5041,1552623.725,21,326,33.32854
751638.5041,1552623.725,22,326,33.32854
751358.7444,1552490.023,26,326,33.60981
751358.7444,1552490.023,27,326,33.60981
751358.7444,1552490.023,28,326,33.60981
751335.7351,1552478.174,39,326,24.79467
751609.0253,1552446.113,41,326,72.38161
751609.0253,1552446.113,42,326,72.38161
751609.0253,1552446.113,43,326,72.38161
751609.0253,1552446.113,44,326,72.38161
751816.5171,1552631.68,44,326,32.35591
751816.5171,1552631.68,45,326,32.35591
751306.6254,1552339.639,46,326,55.80023
751306.6254,1552339.639,47,326,55.80023
751305.3351,1552218.313,53,326,57.8259
751667.2946,1552630.097,15,327,48.70765
751667.2946,1552630.097,16,327,48.70765
751722.1726,1552423.985,19,327,71.07343
751753.0955,1552630.39,19,327,71.41389
751722.1726,1552423.985,20,327,71.07343
751753.0955,1552630.39,20,327,71.41389
751753.0955,1552630.39,21,327,71.41389
751753.0955,1552630.39,22,327,71.41389
751640.0625,1552389.083,25,327,47.30542
751640.0625,1552389.083,26,327,47.30542
751334.9638,1552391.941,32,327,47.16967
751334.9638,1552391.941,33,327,47.16967
751509.9899,1552538.556,33,327,18.34288
751509.9899,1552538.556,34,327,18.34288
751509.9899,1552538.556,35,327,18.34288
751509.9899,1552538.556,36,327,18.34288
751666.3735,1552394.877,36,327,49.21809
751666.3735,1552394.877,37,327,49.21809
751334.6519,1552423.595,38,327,43.88366
751666.3735,1552394.877,38,327,49.21809
751666.3735,1552394.877,39,327,49.21809
751724.5066,1552515.989,54,327,52.45016
751724.1047,1552392.458,59,327,71.93612
751724.1047,1552392.458,60,327,71.93612
751666.3735,1552394.877,14,328,49.21809
751361.2904,1552308.411,15,328,59.57973
751666.3735,1552394.877,15,328,49.21809
751666.3735,1552394.877,16,328,49.21809
751307.0611,1552459.96,23,328,25.05035
751724.0681,1552483.775,25,328,72.215
751724.0681,1552483.775,26,328,72.215
751334.1837,1552306.594,40,328,80.55895
751334.1837,1552306.594,41,328,80.55895
751334.1837,1552306.594,42,328,80.55895
751337.8847,1552183.214,42,328,66.16179
751751.4751,1552455.156,52,328,93.86087
751751.4751,1552455.156,53,328,93.86087
751750.8939,1552514.036,55,328,79.79908
751750.8939,1552514.036,56,328,79.79908
751471.8163,1552311.049,59,328,75.74249
751668.438,1552514.218,59,328,49.54315
751471.8163,1552311.049,60,328,75.74249
751668.438,1552514.218,60,328,49.54315
751307.0611,1552459.96,4,329,25.05035
751547.9118,1552451.819,6,329,41.87151
751547.9118,1552451.819,7,329,41.87151
751547.9118,1552451.819,8,329,41.87151
751547.9118,1552451.819,9,329,41.87151
751810.2153,1552602.286,11,329,34.56322
751332.7415,1552277.469,19,329,67.61144
751332.7415,1552277.469,20,329,67.61144
751509.9899,1552538.556,23,329,18.34288
751549.8633,1552418.3,31,329,52.69392
751361.2904,1552308.411,33,329,59.57973
751552.8528,1552367.192,34,329,78.15452
751750.8939,1552514.036,34,329,79.79908
751750.8939,1552514.036,35,329,79.79908
751750.8939,1552514.036,36,329,79.79908
751750.8939,1552514.036,37,329,79.79908
751513.4122,1552268.181,38,329,69.75404
751513.4122,1552268.181,39,329,69.75404
751666.53,1552543.31,42,329,36.78133
751666.53,1552543.31,43,329,36.78133
751666.53,1552543.31,44,329,36.78133
751470.6464,1552342.03,45,329,53.1317
751840.3458,1552724.671,45,329,66.70672
751470.6464,1552342.03,46,329,53.1317
751840.3458,1552724.671,46,329,66.70672
751334.6519,1552423.595,49,329,43.88366
751334.6519,1552423.595,50,329,43.88366
751335.5616,1552243.516,53,329,65.16834
751335.5616,1552243.516,54,329,65.16834
751306.6045,1552429.517,56,329,22.6686
751638.5041,1552623.725,5,330,33.32854
751669.9183,1552451.805,5,330,44.48915
751513.4122,1552268.181,18,330,69.75404
751513.4122,1552268.181,19,330,69.75404
751669.9183,1552451.805,25,330,44.48915
751669.9183,1552451.805,26,330,44.48915
751669.9183,1552451.805,27,330,44.48915
751669.9183,1552451.805,28,330,44.48915
751361.2904,1552308.411,31,330,59.57973
751392.6545,1552393.617,31,330,55.40879
751361.2904,1552308.411,32,330,59.57973
751392.6545,1552393.617,32,330,55.40879
751363.5049,1552423.658,33,330,49.62549
751448.2014,1552360.626,35,330,32.99211
751784.7119,1552514.701,40,330,78.00847
751784.7119,1552514.701,41,330,78.00847
751784.7119,1552514.701,42,330,78.00847
751784.7119,1552514.701,43,330,78.00847
751549.8633,1552418.3,52,330,52.69392
751751.7918,1552423.059,54,330,99.31747
751751.7918,1552423.059,55,330,99.31747
751751.7918,1552423.059,56,330,99.31747
751784.7119,1552514.701,6,331,78.00847
751471.1589,1552542.158,10,331,34.0703
751471.1589,1552542.158,11,331,34.0703
751423.003,1552241.942,18,331,45.14822
751423.5489,1552274.268,18,331,41.06607
751423.003,1552241.942,19,331,45.14822
751423.5489,1552274.268,19,331,41.06607
751423.003,1552241.942,20,331,45.14822
751423.5489,1552274.268,20,331,41.06607
751338.3107,1552216.757,25,331,60.90403
751750.8939,1552514.036,39,331,79.79908
751840.3458,1552724.671,44,331,66.70672
751749.5575,1552572.797,45,331,64.62286
751749.5575,1552572.797,46,331,64.62286
751750.8939,1552514.036,52,331,79.79908
751750.8939,1552514.036,53,331,79.79908
751547.3835,1552417.722,13,332,55.03766
751547.3835,1552417.722,14,332,55.03766
751335.7351,1552478.174,19,332,24.79467
751335.7351,1552478.174,20,332,24.79467
751307.0611,1552459.96,21,332,25.05035
751335.7351,1552478.174,21,332,24.79467
751307.0611,1552459.96,22,332,25.05035
751335.7351,1552478.174,22,332,24.79467
751839.5556,1552552.987,23,332,83.89801
751839.5556,1552552.987,24,332,83.89801
751668.438,1552514.218,27,332,49.54315
751724.0681,1552483.775,27,332,72.215
751668.438,1552514.218,28,332,49.54315
751724.0681,1552483.775,28,332,72.215
751668.438,1552514.218,29,332,49.54315
751724.0681,1552483.775,29,332,72.215
751332.7415,1552277.469,30,332,67.61144
751668.438,1552514.218,30,332,49.54315
751724.0681,1552483.775,30,332,72.215
751398.9296,1552425.778,31,332,48.78919
751398.9296,1552425.778,32,332,48.78919
751398.9296,1552425.778,33,332,48.78919
751397.2394,1552509.551,35,332,36.982
751668.716,1552573.66,40,332,29.39838
751668.716,1552573.66,41,332,29.39838
751840.3458,1552724.671,47,332,66.70672
751335.7351,1552478.174,48,332,24.79467
751840.3458,1552724.671,48,332,66.70672
751840.3458,1552724.671,49,332,66.70672
751693.8412,1552447.724,55,332,43.97719
751722.1726,1552423.985,57,332,71.07343
751722.1726,1552423.985,58,332,71.07343
751501.2839,1552325.508,15,333,82.49435
751501.2839,1552325.508,16,333,82.49435
751694.3905,1552392.054,18,333,41.14644
751430.618,1552390.338,19,333,41.96336
751430.618,1552390.338,20,333,41.96336
751430.618,1552390.338,21,333,41.96336
751430.618,1552390.338,22,333,41.96336
751689.6854,1552540.329,23,333,50.76027
751689.6854,1552540.329,24,333,50.76027
751724.0681,1552483.775,31,333,72.215
751334.6519,1552423.595,32,333,43.88366
751549.8633,1552418.3,32,333,52.69392
751724.0681,1552483.775,32,333,72.215
751722.1726,1552423.985,38,333,71.07343
751722.1726,1552423.985,39,333,71.07343
751722.1726,1552423.985,40,333,71.07343
751364.4584,1552239.152,41,333,65.11581
751638.5899,1552450.721,43,333,62.98734
751638.5899,1552450.721,44,333,62.98734
751364.0443,1552456.648,14,334,35.49953
751471.8163,1552311.049,14,334,75.74249
751503.362,1552290.108,14,334,61.93895
751364.0443,1552456.648,15,334,35.49953
751471.8163,1552311.049,15,334,75.74249
751669.9183,1552451.805,19,334,44.48915
751669.9183,1552451.805,20,334,44.48915
751625.4543,1552358.168,25,334,67.01688
751607.5944,1552415.881,25,334,56.76267
751625.4543,1552358.168,26,334,67.01688
751607.5944,1552415.881,26,334,56.76267
751625.4543,1552358.168,27,334,67.01688
751363.5049,1552423.658,32,334,49.62549
751549.8633,1552418.3,33,334,52.69392
751549.8633,1552418.3,34,334,52.69392
751549.8633,1552418.3,35,334,52.69392
751549.8633,1552418.3,36,334,52.69392
751470.6464,1552342.03,47,334,53.1317
751470.6464,1552342.03,48,334,53.1317
751750.8939,1552514.036,54,334,79.79908
751550.1187,1552392.402,55,334,64.11908
751550.1187,1552392.402,56,334,64.11908
751812.657,1552694.291,7,335,56.08825
751304.0326,1552185.98,14,335,54.77848
751471.0288,1552467.664,20,335,63.61342
751361.2904,1552308.411,30,335,59.57973
751750.8939,1552514.036,38,335,79.79908
751335.5616,1552243.516,40,335,65.16834
751816.5171,1552631.68,40,335,32.35591
751638.8909,1552507.839,41,335,35.53057
751816.5171,1552631.68,41,335,32.35591
751638.8909,1552507.839,42,335,35.53057
751814.5849,1552663.207,46,335,36.68398
751814.5849,1552663.207,47,335,36.68398
751814.5849,1552663.207,48,335,36.68398
751470.6464,1552342.03,49,335,53.1317
751784.7119,1552514.701,50,335,78.00847
751784.7119,1552514.701,51,335,78.00847
751784.7119,1552514.701,52,335,78.00847
751784.7119,1552514.701,53,335,78.00847
751472.294,1552514.719,55,335,32.03995
751472.294,1552514.719,56,335,32.03995
751472.294,1552514.719,57,335,32.03995
751472.294,1552514.719,58,335,32.03995
751693.8412,1552447.724,60,335,43.97719
751666.8484,1552598.657,5,336,45.44967
751396.0865,1552297.574,14,336,51.43141
751396.0865,1552297.574,15,336,51.43141
751690.4489,1552627.226,19,336,40.18888
751363.5049,1552423.658,28,336,49.62549
751363.5049,1552423.658,29,336,49.62549
751669.6442,1552479.585,29,336,47.45222
751363.5049,1552423.658,30,336,49.62549
751669.6442,1552479.585,30,336,47.45222
751363.5049,1552423.658,31,336,49.62549
751669.6442,1552479.585,31,336,47.45222
751669.6442,1552479.585,32,336,47.45222
751751.7918,1552423.059,40,336,99.31747
751358.7444,1552490.023,41,336,33.60981
751751.7918,1552423.059,41,336,99.31747
751669.6442,1552479.585,42,336,47.45222
751669.6442,1552479.585,43,336,47.45222
751669.6442,1552479.585,44,336,47.45222
751784.7119,1552514.701,44,336,78.00847
751669.6442,1552479.585,45,336,47.45222
751784.7119,1552514.701,45,336,78.00847
751669.6442,1552479.585,46,336,47.45222
751784.7119,1552514.701,46,336,78.00847
751724.5066,1552515.989,52,336,52.45016
751724.5066,1552515.989,53,336,52.45016
751305.3273,1552306.863,4,337,58.351
751787.7751,1552456.178,9,337,57.73359
751472.3352,1552422.849,10,337,62.98019
751608.4063,1552508.866,10,337,33.72309
751787.7751,1552456.178,10,337,57.73359
751787.7751,1552456.178,11,337,57.73359
751787.7751,1552456.178,12,337,57.73359
751814.5849,1552663.207,14,337,36.68398
751364.0443,1552456.648,18,337,35.49953
751306.6254,1552339.639,24,337,55.80023
751306.6254,1552339.639,25,337,55.80023
751335.7351,1552478.174,29,337,24.79467
751335.7351,1552478.174,30,337,24.79467
751608.6803,1552481.086,36,337,49.74041
751450.4329,1552474.102,38,337,52.15645
751625.4543,1552358.168,38,337,67.01688
751609.0253,1552446.113,40,337,72.38161
751666.3735,1552394.877,40,337,49.21809
751451.4729,1552445.334,42,337,58.79009
751338.3107,1552216.757,46,337,60.90403
751338.3107,1552216.757,47,337,60.90403
751364.0443,1552456.648,49,337,35.49953
751554.7607,1552338.1,49,337,91.48444
751364.0443,1552456.648,50,337,35.49953
751554.7607,1552338.1,50,337,91.48444
751554.7607,1552338.1,51,337,91.48444
751554.7607,1552338.1,52,337,91.48444
751638.5041,1552623.725,52,337,33.32854
751554.7607,1552338.1,53,337,91.48444
751843.0977,1552697.691,7,338,66.99783
751785.4152,1552695.24,8,338,50.00935
751843.0977,1552697.691,8,338,66.99783
751785.4152,1552695.24,9,338,50.00935
751785.4152,1552695.24,10,338,50.00935
751839.3403,1552574.791,17,338,72.79045
751839.3403,1552574.791,18,338,72.79045
751839.3403,1552574.791,19,338,72.79045
751839.3403,1552574.791,20,338,72.79045
751363.5049,1552423.658,27,338,49.62549
751451.8435,1552330.998,29,338,56.34968
751451.8435,1552330.998,30,338,56.34968
751509.9899,1552538.556,31,338,18.34288
751509.9899,1552538.556,32,338,18.34288
751393.2635,1552244.084,36,338,51.54057
751393.2635,1552244.084,37,338,51.54057
751608.6803,1552481.086,37,338,49.74041
751784.7119,1552514.701,38,338,78.00847
751816.6108,1552545.566,38,338,85.48864
751784.7119,1552514.701,39,338,78.00847
751691.7312,1552661.551,45,338,37.01601
751691.7312,1552661.551,46,338,37.01601
751691.7312,1552661.551,47,338,37.01601
751691.7312,1552661.551,48,338,37.01601
751812.2316,1552573.195,51,338,71.36669
751751.7918,1552423.059,52,338,99.31747
751751.7918,1552423.059,53,338,99.31747
751638.5041,1552623.725,56,338,33.32854
751785.4152,1552695.24,11,339,50.00935
751785.4152,1552695.24,12,339,50.00935
751450.8968,1552251.626,16,339,58.40847
751450.8968,1552251.626,17,339,58.40847
751450.8968,1552251.626,18,339,58.40847
751361.2904,1552308.411,19,339,59.57973
751607.5944,1552415.881,19,339,56.76267
751363.5049,1552423.658,26,339,49.62549
751691.7312,1552661.551,27,339,37.01601
751333.9056,1552334.816,33,339,62.1237
751364.4584,1552239.152,42,339,65.11581
751840.3458,1552724.671,42,339,66.70672
751840.3458,1552724.671,43,339,66.70672
751693.8412,1552447.724,45,339,43.97719
751693.8412,1552447.724,46,339,43.97719
751669.9263,1552363.366,48,339,52.51895
751784.7119,1552514.701,48,339,78.00847
751669.9263,1552363.366,49,339,52.51895
751784.7119,1552514.701,49,339,78.00847
751305.3351,1552218.313,51,339,57.8259
751337.8847,1552183.214,51,339,66.16179
751337.8847,1552183.214,52,339,66.16179
751782.4214,1552582.53,52,339,62.04844
751337.8847,1552183.214,53,339,66.16179
751782.4214,1552582.53,53,339,62.04844
751337.8847,1552183.214,54,339,66.16179
751307.2131,1552279.985,4,340,46.43465
751726.0253,1552449.702,5,340,75.47675
751726.0253,1552449.702,6,340,75.47675
751720.8679,1552632.839,14,340,49.43953
751720.8679,1552632.839,15,340,49.43953
751749.5575,1552572.797,17,340,64.62286
751749.5575,1552572.797,18,340,64.62286
751334.1837,1552306.594,26,340,80.55895
751334.1837,1552306.594,27,340,80.55895
751724.0681,1552483.775,33,340,72.215
751724.0681,1552483.775,34,340,72.215
